keywords,city,Agg store_number,store_number,address,state,zip_code
Foot Locker,COLUMBUS,6913,6913 06913,3131 MANCHESTER EXPY,GA,31909
Foot Locker,SKOKIE,6921,6921 06921,4999 OLD ORCHARD CTR,IL,60077
Foot Locker,WHITE PLAINS,6924,6924 06924,125 WESTCHESTER AVE,NY,10601
Foot Locker,WOODBRIDGE,6928,6928 06928,2700 POTOMAC MILLS CIR.,VA,22192
Foot Locker,CINCINNATI,6943,6943 06943,674 CINCINNATI MILLS DR,OH,45240
Foot Locker,SAN BRUNO,6954,6954 06954,1150 EL CAMINO REAL,CA,94066
Foot Locker,CHICAGO,6972,6972 06972,2650 N NARRAGANSETT AVE,IL,60639
Foot Locker,CONCORD,6978,6978 06978,8111 CONCORD MILLS BLVD,NC,28027
Foot Locker,CINCINNATI,7004,7004 07004,9493 COLERAIN AVE,OH,45251
Foot Locker,BAYSIDE,7005,7005 07005,211-39 26TH AVE,NY,11360
Foot Locker,SEATTLE,7010,7010 07010,1090 SOUTHCENTER MALL,WA,98188
Foot Locker,LOUISVILLE,7012,7012 07012,5000 SHELBYVILLE RD,KY,40207
Foot Locker,SCRANTON,7015,7015 07015,207 THE MALL AT STEAMTOWN,PA,18503
Foot Locker,MUNCIE,7018,7018 07018,3501 N GRANVILLE AVE,IN,47303
Foot Locker,CHICAGO,7028,7028 07028,3218 W CHICAGO AVE,IL,60651
Foot Locker,SPRINGFIELD,7041,7041 07041,1200 BALTIMORE PIKE,PA,19064
Foot Locker,NEW YORK,7063,7063 07063,1530 BROADWAY,NY,10036
Foot Locker,OAKLAND,7071,7071 07071,3275 LAKESHORE AVE,CA,94610
Foot Locker,YUMA,7072,7072 07072,1329 S YUMA PALMS PKWY,AZ,85365
Foot Locker,JACKSON,7078,7078 07078,2021 N HIGHLAND AVE,TN,38305
Foot Locker,FRANKLIN,7089,7089 07089,1800 GALLERIA BLVD,TN,37067
Foot Locker,BIRMINGHAM,7105,7105 07105,5006 PINNACLE SQ STE 100,AL,35235
Foot Locker,WESTMINSTER,7107,7107 07107,1037 WESTMINSTER MALL,CA,92683
Foot Locker,CANOGA PARK,7108,7108 07108,6600 TOPANGA CANYON BLVD,CA,91303
Foot Locker,RIVERSIDE,7110,7110 07110,2275 GALLERIA AT TYLER,CA,92503
