keywords,city,Agg store_number,store_number,address,state,zip_code
Dollar Tree,Elyria,3102,3102 000003102X 00003102X 0003102X 003102X 03102X,201 Midway Blvd,OH,44035
Dollar Tree,Newport,3103,3103 000003103X 00003103X 0003103X 003103X 03103X,"82 Carothers Road, Suite C",KY,41071
Dollar Tree,Hawthorne,3104,3104 000003104X 00003104X 0003104X 003104X 03104X,111 Wagaraw Rd,NJ,7506
Dollar Tree,Peekskill,3105,3105 000003105X 00003105X 0003105X 003105X 03105X,1847 East Main St,NY,10566
Dollar Tree,Philadelphia,3106,3106 000003106X 00003106X 0003106X 003106X 03106X,11000 Roosevelt Blvd,PA,19116
Dollar Tree,Corpus Christi,3107,3107 000003107X 00003107X 0003107X 003107X 03107X,"1620 S Padre Island Dr, Suite 400",TX,78416
Dollar Tree,Bristol,3108,3108 000003108X 00003108X 0003108X 003108X 03108X,"1430 Volunteer Pkwy., Suite 1",TN,37620
Dollar Tree,Ville Platte,3109,3109 000003109X 00003109X 0003109X 003109X 03109X,925 E La Salle Street,LA,70586
Dollar Tree,Arlington,3110,3110 000003110X 00003110X 0003110X 003110X 03110X,2540 E Pioneer Pkwy.,TX,76010
Dollar Tree,Corsicana,3111,3111 000003111X 00003111X 0003111X 003111X 03111X,2521 West 7th Avenue,TX,75110
Dollar Tree,El Paso,3112,3112 000003112X 00003112X 0003112X 003112X 03112X,"5111 Fairbanks Dr, Suite A1",TX,79924
Dollar Tree,Corinth,3114,3114 000003114X 00003114X 0003114X 003114X 03114X,2113 South Harper Rd,MS,38834
Dollar Tree,Mocksville,3115,3115 000003115X 00003115X 0003115X 003115X 03115X,"191 Cooper Creek Drive, Suite #101",NC,27028
Dollar Tree,Douglas,3116,3116 000003116X 00003116X 0003116X 003116X 03116X,"90 E Third St., Ste 1301 B6",AZ,85607
Dollar Tree,Miami,3117,3117 000003117X 00003117X 0003117X 003117X 03117X,2116 E Highway 60,AZ,85539
Dollar Tree,Charlottesville,3118,3118 000003118X 00003118X 0003118X 003118X 03118X,420 Pantops Ctr,VA,22911
Dollar Tree,Wells,3119,3119 000003119X 00003119X 0003119X 003119X 03119X,107 Wells Plaza,ME,4090
