Merchant Name,Brand,Merchant Address,Merchant City,Merchant State,Detail Level,Fuel Type1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0308433,CHEVRON USA,725 MOLLY BAR RD.,OXFORD,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0308435,CHEVRON USA,2500 OLD TAYLOR RD,OXFORD,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0305790,CHEVRON USA,1448 S. LAMAR,OXFORD,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0356471,CHEVRON USA,2018 UNIVERSITY AVE. E.,OXFORD,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0052308,CHEVRON USA,3602 INGALLS AVE,PASCAGOULA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0301296,CHEVRON USA,1027 DENNY AVE,PASCAGOULA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0302477     Q61,CHEVRON USA,3021 MARKET ST,PASCAGOULA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0210279,CHEVRON USA,8230 FIRETOWER RD,PASS CHRISTIA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0308809,CHEVRON USA,102 E BEACH BLVD.,PASS CHRISTIA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0302493,CHEVRON USA,8088 MENGE AVE,PASS CHRISTIA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0200724,CHEVRON USA,461 S PEARSON RD,PEARL,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0207702,CHEVRON USA,345 AIRPORT RD,PEARL,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0302795,CHEVRON USA,1649 HWY 469 N,PEARL,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0308394,CHEVRON USA,350 GILCHRIST DR.,PEARL,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0308401,CHEVRON USA,246 S PEARSON RD.,PEARL,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0205799,CHEVRON USA,351 HWY 43 SOUTH,PELAHATCHIE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0308390,CHEVRON USA,344 HWY 43S,PELAHATCHIE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0307575,CHEVRON USA,30285 HWY 603,PERKINSTON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0208175,CHEVRON USA,101 CARTERVILLE RD,PETAL,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0357758,CHEVRON USA,853 HWY 11,PETAL,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0205002,CHEVRON USA,400 HOLLAND AVE,PHILADELPHIA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0308383,CHEVRON USA,1534 HWY 16W,PHILADELPHIA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0046465,CHEVRON USA,1405 HWY 43 NORTH,PICAYUNE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0301831,CHEVRON USA,1101 MEMORIAL BLVD,PICAYUNE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0305838    Q61,CHEVRON USA,24961 HWY 43 SOUTH,PICAYUNE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0307849     Q61,CHEVRON USA,6349 HWY 11 N,PICAYUNE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0302846,CHEVRON USA,206 HWY 6 W,PONTOTOC,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0308810,CHEVRON USA,392 HWY 589,PURVIS,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0355454,CHEVRON USA,5791 HWY 11,PURVIS,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0202177,CHEVRON USA,203 ARCHUSA AVENUE,QUITMAN,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0307906,CHEVRON USA,202 WHITE OAK AVE.,RALEIGH,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0307441,CHEVRON USA,9140 HWY 18 W,RAYMOND,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0302841,CHEVRON USA,3998 HWY 178,RED BANKS,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0205308,CHEVRON USA,760 HWY 49 S,RICHLAND,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0308398,CHEVRON USA,1281 HWY 49S,RICHLAND,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0351941,CHEVRON USA,100 DOGWOOD AVE.,RICHTON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0203097,CHEVRON USA,636 HWY 51,RIDGELAND,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0205969,CHEVRON USA,405 LAKE HARBOUR DR,RIDGELAND,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0206253,CHEVRON USA,403A W JACKSON ST,RIDGELAND,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0207322,CHEVRON USA,840 E COUNTY LINE ROAD,RIDGELAND,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0210672    Q61,CHEVRON USA,721 RICE RD,RIDGELAND,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0307180,CHEVRON USA,103 DUMAS,RIPLEY,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0302837,CHEVRON USA,100 COTTON GIN,RIPLEY,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0305004,CHEVRON USA,13060 HWY 61 N,ROBINSONVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0302842,CHEVRON USA,1360 BARNESCROSSING,SALTILLO,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0053482,CHEVRON USA,101 S FRONT ST,SANDERSVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0305803,CHEVRON USA,621 E LEE ST.,SARDIS,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0209163,CHEVRON USA,18447 HWY 49,SAUCIER,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0357139,CHEVRON USA,13188 E WORTHAM RD.,SAUCIER,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0305686,CHEVRON USA,17837 HIGHWAY 45,SCOOBA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0355101,CHEVRON USA,2078 HWY 49,SEMINARY,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0305985,CHEVRON USA,6125 NOAH CURTIS ST.,SHANNON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0305984,CHEVRON USA,63466 HWY 25 N,SMITHVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0052280,CHEVRON USA,310 RUSSELL ST,STARKVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0202359,CHEVRON USA,311 HWY 12 E,STARKVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0202899,CHEVRON USA,51 E LEE BLVD,STARKVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0208351,CHEVRON USA,900 HWY 12,STARKVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0356377,CHEVRON USA,500 HWY. 12,STARKVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0359503,CHEVRON USA,1030 LOUISVILLE RD.,STARKVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0359506    Q61,CHEVRON USA,400 HWY 82,STARKVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0302843,CHEVRON USA,416 HWY 82,STARKVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0308405,CHEVRON USA,975 S ERWIN,STONEWALL,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0205786,CHEVRON USA,1176 HIGHWAY 15 STRINGER,STRINGER,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0359502,CHEVRON USA,3791 HWY 12,STURGIS,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0201618,CHEVRON USA,8431 US HWY 98,SUMRALL,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0307504,CHEVRON USA,1222 HWY 42,SUMRALL,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0212233,CHEVRON USA,209 HWY 28 WEST,TAYLORSVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0308373,CHEVRON USA,4200 WYNDALE DR.,TERRY,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0302491,CHEVRON USA,511 W CUNNINGHAM,TERRY,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0303540,CHEVRON USA,57 WILL GARRETT RD,TOOMSUBA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0305005,CHEVRON USA,1433 HWY 61,TUNICA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0050007,CHEVRON USA,2501 W MAIN ST,TUPELO,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0207355,CHEVRON USA,850 NORTH GLOSTER ST,TUPELO,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0208595,CHEVRON USA,1159 S GLOSTER ST,TUPELO,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0304293,CHEVRON USA,1718 MCCULLOUGH BLVD,TUPELO,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0302836,CHEVRON USA,214 S THOMAS ST,TUPELO,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0302838,CHEVRON USA,1400 S GLOSTER,TUPELO,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0302855,CHEVRON USA,2126 W JACKSON ST,TUPELO,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0303857,CHEVRON USA,5365 S. RAYMOND AVE,TUPELO,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0304665,CHEVRON USA,703 CR 931,TUPELO,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0203125,CHEVRON USA,5484 PLAZA DRIVE,TYLERTOWN,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0303538,CHEVRON USA,1001 E. JACKSON RD,UNION,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0305001,CHEVRON USA,I 55 & HWY 35,VAIDEN,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0053083,CHEVRON USA,10909 HWY 57,VANCLEAVE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0302793     Q61,CHEVRON USA,12600 HWY 57 S,VANCLEAVE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0200111,CHEVRON USA,1490 HWY 61 NORTH,VICKSBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0201499,CHEVRON USA,3326 CLAY ST.,VICKSBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0203177,CHEVRON USA,4306 HALLS FERRY RD,VICKSBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0302472,CHEVRON USA,1775 N WASHINGTON,VICKSBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0302478,CHEVRON USA,3060 INDIANA AVE,VICKSBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0302481,CHEVRON USA,4110 CLAY ST,VICKSBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0302482,CHEVRON USA,4300 NAILOR RD,VICKSBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0302484,CHEVRON USA,4460 CLAY ST.,VICKSBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0302503,CHEVRON USA,401 TIFFENTOWN RD,VICKSBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0351978,CHEVRON USA,602 HWY 90,WAVELAND,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0046617,CHEVRON USA,706 MISSISSIPPI DR,WAYNESBORO,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0202360,CHEVRON USA,1610 HWY 45 ALT N,WEST POINT,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0053478,CHEVRON USA,3333 HIGHWAY 49,WIGGINS,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0203095,CHEVRON USA,1515 W CENTRAL AVE,WIGGINS,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0208682,CHEVRON USA,114 MAGNOLIA DR N,WIGGINS,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0357765,CHEVRON USA,1912 AZALAE DR.,WIGGINS,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0351966,CHEVRON USA,223 N APPLEGATE DR.,WINONA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0307145     Q61,CHEVRON USA,116 HWY 61 N,WOODVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 00275,CIRCLE K STORES,1103 PASS RD,GULFPORT,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 02392,CIRCLE K STORES,1501 BROADWAY DR,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 02392,CIRCLE K STORES,1501 BROADWAY DR,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 02392,CIRCLE K STORES,1501 BROADWAY DR,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 02392,CIRCLE K STORES,1501 BROADWAY DR,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 02392,CIRCLE K STORES,1501 BROADWAY DR,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CITGO SUPER CENTER Q39,CITGO PETROLEUM,HWY 5 & 370,ASHLAND,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BILLBO''S           Q39,CITGO PETROLEUM,10136 HWY. 6 W.,BATESVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOCO 306           Q39,CITGO PETROLEUM,701 HWY 90,BAY SAINT LOU,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOCO 307           Q39,CITGO PETROLEUM,4955 HWY 90,BAY SAINT LOU,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOCO 1             Q39,CITGO PETROLEUM,HWY 1 SOUTH,BENOIT,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOCO''S # 302       Q39,CITGO PETROLEUM,15800 LEMOYNE BLVD,BILOXI,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLINT''S PIT STOP   Q39,CITGO PETROLEUM,HWY 32 HWY 9,BRUCE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72 EXPRESS         Q39,CITGO PETROLEUM,281 HWY 72,BURNSVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BULL MARKET #30    Q39,CITGO PETROLEUM,714 S STATE ST,CLARKSDALE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAKESIDE DISCOUNT TQ39,CITGO PETROLEUM,410 HWY 80 EAST,CLINTON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMO QUICK STOP    Q39,CITGO PETROLEUM,101 OAK STREET,COMO,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLASH MARKET 197   Q39,CITGO PETROLEUM,3107 HWY 72 WEST,CORINTH,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIMBO''S            Q39,CITGO PETROLEUM,HWY 49 & PARK AVE,DREW,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JORDAN''S KWIK STOP Q39,CITGO PETROLEUM,6125 US HWY 49 NORTH,DUNDEE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROYAL FOOD MART    Q39,CITGO PETROLEUM,306 WOODLAND DR.,FOREST,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA LA LAND         Q39,CITGO PETROLEUM,6300 HWY 90,GAUTIER,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B QUICK SWIFTWATER Q39,CITGO PETROLEUM,HWY 1 SOUTH,GREENVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RICK''S EXPRESS # 10Q39,CITGO PETROLEUM,1686 BROADWAY EXT,GREENVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
