Merchant Name,Brand,Merchant Address,Merchant City,Merchant State,Detail Level,Fuel Type1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PILOT         00003Q85,PILOT,1555 TOMMY WEBB DR.,MERIDIAN,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PILOT         00001Q85,PILOT,500 STATE HWY 15 S.,NEW ALBANY,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PILOT         00006QPS,PILOT,4740 BETHEL ROAD,OLIVE BRANCH,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PILOT         00006QPS,PILOT,685 HIGHWAY 80 EAST,PEARL,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PILOT         00002Q85,PILOT,403 SW FRONTAGE ROAD,WINONA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RACEWAY858    17908QPS,RACETRAC PETROLEUM INC.,317 HWY 72,BURNSVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RACEWAY6841   95268413,RACETRAC PETROLEUM INC.,2700 HWY 72 WEST,CORINTH,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RACEWAY6735   95667358,RACETRAC PETROLEUM INC.,1551 SUNSET DRIVE,GRENADA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RACEWAY6736   69567Q02,RACETRAC PETROLEUM INC.,9151 US HWY 49 N,GULFPORT,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RACEWAY 990   99609901,RACETRAC PETROLEUM INC.,4615 CLINTON BLVD,JACKSON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RACEWAY760    89007603,RACETRAC PETROLEUM INC.,5785 HWY 18,JACKSON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RACEWAY943    94109436,RACETRAC PETROLEUM INC.,1713 DELAWARE AVENUE,MCCOMB,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RACEWAY6867   88968672,RACETRAC PETROLEUM INC.,7315 HWY 63,MOSS POINT,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RACEWAY 685   90268517,RACETRAC PETROLEUM INC.,460 AIRPORT RD,PEARL,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RACETRAC185   00001Q02,RACETRAC PETROLEUM INC.,2000 HWY 43 SOUTH,PICAYUNE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523010000QPS,SHELL OIL,201 HIGHWAY 45 N,ABERDEEN,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575249991QPS,SHELL OIL,HIGHWAY 278 EAST,AMORY,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 226002200QPS,SHELL OIL,715 HIGHWAY 35 NORTH,BATESVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575433661QPS,SHELL OIL,1185 HIGHWAY 6 E,BATESVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575433670QPS,SHELL OIL,630 HIGHWAY 6 E,BATESVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523046800QPS,SHELL OIL,2806 HWY 15 NORTH,BAY SPRINGS,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575407201QPS,SHELL OIL,700 HIGHWAY 90,BAY ST LOUIS,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575249992QPS,SHELL OIL,3001 MCCULLOUGH BLVD,BELDEN,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57544021504,SHELL OIL,100 PRITCHARD AVE,BENTONIA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575407203QPS,SHELL OIL,856 BEACH BLVD,BILOXI,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575407204QPS,SHELL OIL,1699 PASS ROAD,BILOXI,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575407205QPS,SHELL OIL,1075 JUDGE SEKUL AVE,BILOXI,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575407206QPS,SHELL OIL,970 CEDAR LAKE RD,BILOXI,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575407207QPS,SHELL OIL,2799 PASSROAD,BILOXI,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575407209QPS,SHELL OIL,301 HOWARD BLVD,BILOXI,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575429144QPS,SHELL OIL,US HWY 90 & VETERANS BLV,BILOXI,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57544138902,SHELL OIL,63 BOGUE CHITTO RD SE,BOGUE CHITTO,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523089700QPS,SHELL OIL,1016 HWY 471,BRANDON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523089700QPS,SHELL OIL,206 E GOVERNMENT ST,BRANDON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543470306,SHELL OIL,645 HOLLY BUSH RD,BRANDON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57544575806,SHELL OIL,1918 HIGHWAY 471,BRANDON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57545186702,SHELL OIL,104 GRANTS FERRY RD,BRANDON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 225622200QPS,SHELL OIL,10023 E LINCOLN,BROOKHAVEN,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 225629785QPS,SHELL OIL,1055 BROOKWAY BLVD,BROOKHAVEN,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57544138506,SHELL OIL,1454 UNION ST EXT NE,BROOKHAVEN,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57544138605,SHELL OIL,1702 HIGHWAY 84 E,BROOKHAVEN,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57544138803,SHELL OIL,515 HIGHWAY 51 S,BROOKHAVEN,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57544139009,SHELL OIL,701 HIGHWAY 51 N,BROOKHAVEN,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57544139108,SHELL OIL,806 HIGHWAY 51 N,BROOKHAVEN,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523097500QPS,SHELL OIL,230 E CALHOUN ST,BRUCE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 226372202QPS,SHELL OIL,500 S 309 & 78,BYHALIA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57544817406,SHELL OIL,8113 HIGHWAY 72,BYHALIA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523114800QPS,SHELL OIL,413 VETERANS BLVD,CALHOUN CITY,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523119600QPS,SHELL OIL,651 E PEACE STREET,CANTON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57544518806,SHELL OIL,137 YANDELL RD,CANTON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 910029822QPS,SHELL OIL,1452 W PEACE ST,CANTON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575275093QPS,SHELL OIL,606 EAST MAIN ST,CHARLESTON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575288196QPS,SHELL OIL,16774 HWY 61 NORTH,CLARKSDALE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575433669QPS,SHELL OIL,610 S STATE ST,CLARKSDALE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 226372201QPS,SHELL OIL,309 SUNFLOWER,CLEVELAND,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57544315609,SHELL OIL,716 SUNFLOWER AVE,CLEVELAND,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523156000QPS,SHELL OIL,1419 E NORTHSIDE DR,CLINTON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523156000QPS,SHELL OIL,455 SPRINGRDG/I-20/I,CLINTON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523156000QPS,SHELL OIL,209 CLINTON BLVD.,CLINTON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543736607,SHELL OIL,550 HIGHWAY 80 WEST,CLINTON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57544823701,SHELL OIL,730 HIGHWAY 306,COLDWATER,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 225313084QPS,SHELL OIL,1352 HWY 13 NORTH,COLUMBIA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523167702QPS,SHELL OIL,626 HWY 98 BYPASS,COLUMBIA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523167702QPS,SHELL OIL,407 SO HIGH SCHOOL AVE,COLUMBIA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523167703QPS,SHELL OIL,2122 HWY 13 NORTH,COLUMBIA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523169000QPS,SHELL OIL,1214 HWY 45 N,COLUMBUS,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523169001QPS,SHELL OIL,730A ALABAMA ST,COLUMBUS,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523169001QPS,SHELL OIL,822 MAIN ST,COLUMBUS,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523169001QPS,SHELL OIL,103 ALABAMA ST,COLUMBUS,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523169002QPS,SHELL OIL,7803 HWY 182 E,COLUMBUS,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523169002QPS,SHELL OIL,2203 1/2 HWY 45 N,COLUMBUS,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523169002QPS,SHELL OIL,1245 N LEHMBERG RD,COLUMBUS,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523169002QPS,SHELL OIL,4754 HWY 45 N,COLUMBUS,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523561000QPS,SHELL OIL,3670 NEW HOPE ROAD,COLUMBUS,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575243833QPS,SHELL OIL,111 LEHMBERG ROAD,COLUMBUS,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425021QPS,SHELL OIL,166 PLYMOUTH BLUFF ACESS,COLUMBUS,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57544197601,SHELL OIL,1313 HIGHWAY 69 S,COLUMBUS,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 910021851QPS,SHELL OIL,5780 HWY 182 EAST,COLUMBUS,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 910041126QPS,SHELL OIL,2021 MILITARY,COLUMBUS,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575249995QPS,SHELL OIL,2200 72 E,CORINTH,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575433660QPS,SHELL OIL,100 HIGHWAY 72 E,CORINTH,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57544037708,SHELL OIL,2701 HIGHWAY 72 W,CORINTH,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57544138704,SHELL OIL,25070 HIGHWAY 51,CRYSTAL SPRIN,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57542929401,SHELL OIL,15380 HWY 15,DECATUR,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543776603,SHELL OIL,107 NW INTERCHANGE,DIAMONDHEAD,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575407210QPS,SHELL OIL,10625 AUTO MALL PKWY,DIBERVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 226372921QPS,SHELL OIL,HIGHWAY 12 & I 55,DURANT,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543738207,SHELL OIL,603 WALLACE DR,EDWARDS,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543776504,SHELL OIL,304 HILL ST,ELLISVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57544575905,SHELL OIL,937 HIGHWAY 49,FLORA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523269900QPS,SHELL OIL,410 EAST MAIN,FLORENCE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575422621QPS,SHELL OIL,1695 OLD FANNIN RD,FLOWOOD,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575249996QPS,SHELL OIL,1605 SOUTH ADAMS STREET,FULTON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575407212QPS,SHELL OIL,2608 HIGHWAY 90,GAUTIER,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 226373560QPS,SHELL OIL,3195 HWY 82 E,GREENVILLE,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57544314602,SHELL OIL,109 W CLAIBORNE AVE,GREENWOOD,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57544315500,SHELL OIL,100 HIGHWAY 7,GREENWOOD,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57544315906,SHELL OIL,1602 HIGHWAY 82 W,GREENWOOD,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523313300QPS,SHELL OIL,1503 SUNSET DRIVE/I,GRENADA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523313300QPS,SHELL OIL,1377 S COMMERCE,GRENADA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523313301QPS,SHELL OIL,2001 SO COMMERCE,GRENADA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523313301QPS,SHELL OIL,1225 LAKEVIEW DR,GRENADA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575433672QPS,SHELL OIL,HWY 7 AND I-55,GRENADA,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575407213QPS,SHELL OIL,394 PASS ROAD,GULFPORT,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575407214QPS,SHELL OIL,10015 HWY 49,GULFPORT,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575411598QPS,SHELL OIL,9260 CANAL ROAD,GULFPORT,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57542904701,SHELL OIL,9520 US HWY 49,GULFPORT,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57544073109,SHELL OIL,2500 25TH AVE,GULFPORT,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543597405,SHELL OIL,1484 HIGHWAY 348,GUNTOWN,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523327500QPS,SHELL OIL,40005 HAMILTON RD,HAMILTON,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523210001QPS,SHELL OIL,6762 HIGHWAY 49,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523210001QPS,SHELL OIL,2306 HARDY STREET,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523210001QPS,SHELL OIL,3100 HWY 49 N.,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523210001QPS,SHELL OIL,4960 HARDY ST,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523210001QPS,SHELL OIL,3809 HARDY,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 523210001QPS,SHELL OIL,2701 LINCOLN ROAD,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575240624QPS,SHELL OIL,3955 VETERANS MEM DR,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425157QPS,SHELL OIL,495 ELKS LAKE ROAD,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575434627QPS,SHELL OIL,7297 HIGHWAY 49,HATTIESBURG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57544076003,SHELL OIL,HWYS 528 AND I59,HEIDELBERG,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575424813QPS,SHELL OIL,586 E COMMERCE,HERNANDO,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57544823909,SHELL OIL,950 HIGHWAY 7 S,HOLLY SPRINGS,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57544824105,SHELL OIL,1246 HIGHWAY 7 N,HOLLY SPRINGS,MS,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
