Accuracy,Class,True Positive,False Positive,False Negative,True Negative,Precision,Recall,Specificity,F Measure
,Five Guys,1041,1,1,1004236,0.9990403071017274,0.9990403071017274,0.9999990042191236,0.9990403071017274
,Five Star Food Mart,357,16,1,1004905,0.9571045576407506,0.9972067039106145,0.9999840783504375,0.9767441860465116
,Flash Foods,1022,3,1,1004253,0.9970731707317073,0.9990224828934506,0.9999970127138896,0.998046875
,Food 4 Less,977,2,0,1004300,0.9979570990806946,1.0,0.9999980085671442,0.9989775051124744
,Food City,995,3,0,1004281,0.996993987975952,1.0,0.9999970127971769,0.9984947315604616
,Food Lion,1017,1,0,1004261,0.9990176817288802,1.0,0.9999990042439124,0.9995085995085995
,Food Maxx,1018,0,0,1004261,1.0,1.0,1.0,1.0
,Food Town,996,16,0,1004267,0.9841897233201581,1.0,0.9999840682357463,0.99203187250996
,FoodLand,879,36,0,1004364,0.9606557377049181,1.0,0.9999641577060931,0.979933110367893
,Food Co,1023,6,0,1004250,0.9941690962099126,1.0,0.9999940254277794,0.9970760233918129
,Foot Locker,960,58,0,1004261,0.9430255402750491,1.0,0.9999422494247345,0.9706774519716886
,Forever 21,986,0,0,1004293,1.0,1.0,1.0,1.0
,Fossil Group,776,6,0,1004497,0.9923273657289002,1.0,0.9999940268968833,0.9961489088575096
,Four Seasons Hotels And Resorts,575,92,1,1004611,0.8620689655172413,0.9982638888888888,0.99990843065065,0.9251810136765889
,Fox Rent A Car,1020,1,0,1004258,0.9990205680705191,1.0,0.9999990042409378,0.9995100440960314
,Francesca's,930,7,0,1004342,0.9925293489861259,1.0,0.9999930303111767,0.9962506695232993
,Fred Meyer,1041,1,0,1004237,0.9990403071017274,1.0,0.9999990042201151,0.99951992318771
,Fred Meyer Fuel,1019,2,0,1004258,0.9980411361410382,1.0,0.9999980084838588,0.9990196078431373
,Freddy's Frozen Custard & Steakburgers,956,3,0,1004320,0.9968717413972888,1.0,0.9999970129131763,0.9984334203655352
,Freebirds World Burrito,1038,1,0,1004240,0.9990375360923965,1.0,0.9999990042230898,0.9995185363505055
,Fresh & Easy,995,0,0,1004284,1.0,1.0,1.0,1.0
,Fresh and Co,950,1,1,1004327,0.9989484752891693,0.9989484752891693,0.9999990043093492,0.9989484752891693
,FreshDirect,966,1,0,1004312,0.9989658738366081,1.0,0.999999004294478,0.999482669425763
,Friendly's,669,11,0,1004599,0.9838235294117647,1.0,0.9999890504772997,0.9918458117123795
,Frontgate,774,1,0,1004504,0.9987096774193548,1.0,0.999999004484796,0.9993544222078761
,Frontier Airlines,518,1,1,1004759,0.9980732177263969,0.9980732177263969,0.9999990047374497,0.9980732177263969
,Fry's,1038,0,1,1004240,1.0,0.9990375360923965,1.0,0.9995185363505055
,Fry's Electronics,809,14,0,1004456,0.982989064398542,1.0,0.9999860623015122,0.991421568627451
,Fry's Food and Drug,1056,2,7,1004214,0.998109640831758,0.993414863593603,0.9999980083965999,0.9957567185289957
,FTD Companies Inc.,992,23,0,1004264,0.9773399014778326,1.0,0.9999770981801019,0.9885401096163429
,Fuddruckers,978,0,0,1004301,1.0,1.0,1.0,1.0
,Fuzzy's Taco Shop,1003,2,0,1004274,0.9980099502487563,1.0,0.9999980085155874,0.999003984063745
,GameFly,1014,0,0,1004265,1.0,1.0,1.0,1.0
,Gamestop,1043,0,0,1004236,1.0,1.0,1.0,1.0
,Gander Mountain,995,0,0,1004284,1.0,1.0,1.0,1.0
,Gap Inc.,993,4,1,1004281,0.995987963891675,0.9989939637826962,0.9999960170668685,0.9974886991461577
,Garden of Eden,1000,2,0,1004277,0.998003992015968,1.0,0.9999980085215363,0.9990009990009989
,Garden Ridge,923,4,0,1004352,0.9956850053937433,1.0,0.9999960173484302,0.9978378378378379
,Gas N' Go,877,12,3,1004387,0.9865016872890888,0.9965909090909091,0.9999880525568027,0.9915206331260599
,Geico,995,0,1,1004283,1.0,0.998995983935743,1.0,0.9994977398292315
,Gelson's Markets,970,0,0,1004309,1.0,1.0,1.0,1.0
,Genghis Grill,1016,0,1,1004262,1.0,0.9990167158308751,1.0,0.999508116084604
,GetGo,978,3,0,1004298,0.9969418960244648,1.0,0.9999970128477419,0.9984686064318529
,Ghirardelli Chocolate,968,5,1,1004305,0.9948612538540597,0.9989680082559339,0.9999950214575181,0.9969104016477858
,Giant Eagle,1007,0,0,1004272,1.0,1.0,1.0,1.0
,Giant Food,1577,53,0,1003649,0.9674846625766871,1.0,0.9999471954823245,0.9834736513875896
,Giant Oil,1029,0,0,1004250,1.0,1.0,1.0,1.0
,Gilt Groupe,939,0,1,1004339,1.0,0.9989361702127659,1.0,0.9994678020223523
,GitHub,992,0,0,1004287,1.0,1.0,1.0,1.0
,Giuseppe's Pasta & Grill,385,7,0,1004887,0.9821428571428571,1.0,0.9999930340911579,0.9909909909909909
,GNC,1077,2,1,1004199,0.9981464318813716,0.9990723562152134,0.9999980083668508,0.9986091794158554
,GoDaddy,1043,0,0,1004236,1.0,1.0,1.0,1.0
,Godiva Chocolatier,946,1,0,1004332,0.9989440337909187,1.0,0.9999990043143061,0.999471737982039
,Gogo Inflight Internet,980,0,0,1004299,1.0,1.0,1.0,1.0
,Golden Corral,1012,2,0,1004265,0.9980276134122288,1.0,0.9999980084977401,0.9990128331688055
,Gold's Gym,1157,14,1,1004107,0.9880444064901793,0.9991364421416234,0.9999860574572188,0.9935594675826535
,GolfNow,967,0,0,1004312,1.0,1.0,1.0,1.0
,Golfsmith,1046,2,0,1004231,0.9980916030534351,1.0,0.9999980084303145,0.9990448901623686
,Goodwill,1009,10,0,1004260,0.9901864573110893,1.0,0.9999900425184463,0.995069033530572
,Goodyear India,402,10,0,1004867,0.9757281553398058,1.0,0.9999900485333031,0.9877149877149877
,Google,1383,83,8,1003805,0.9433833560709414,0.9942487419122933,0.9999173214541861,0.9681484074203711
,Google Midas,891,73,2,1004313,0.9242738589211619,0.9977603583426652,0.9999273187798317,0.9596122778675283
,Gordon Biersch,983,1,0,1004295,0.9989837398373984,1.0,0.9999990042776233,0.9994916115912558
,Gourmet Garage,1014,3,0,1004262,0.9970501474926253,1.0,0.9999970127406611,0.9985228951255538
,Great Clips,1005,0,0,1004274,1.0,1.0,1.0,1.0
,Greyhound,944,14,0,1004321,0.9853862212943633,1.0,0.9999860604280444,0.992639327024185
,Gristede's,1033,0,0,1004246,1.0,1.0,1.0,1.0
,Groupon,1102,0,0,1004177,1.0,1.0,1.0,1.0
,GrubHub,1066,0,0,1004213,1.0,1.0,1.0,1.0
,Guitar Center,969,7,1,1004302,0.992827868852459,0.9989690721649485,0.9999930300335853,0.9958890030832477
,Gulf Oil LP,976,0,1,1004302,1.0,0.9989764585465711,1.0,0.9994879672299026
,Gymboree,932,41,0,1004306,0.9578622816032888,1.0,0.9999591774556005,0.978477690288714
,H Mart,1274,24,0,1003981,0.9815100154083205,1.0,0.999976095736575,0.9906687402799378
,H&M,1055,13,0,1004211,0.9878277153558053,1.0,0.9999870546810273,0.993876589731512
,H&R Block,963,0,0,1004316,1.0,1.0,1.0,1.0
,Haagen-Dazs,1017,1,1,1004260,0.9990176817288802,0.9990176817288802,0.9999990042429209,0.9990176817288802
,Hale & Hearty,979,8,0,1004292,0.9918946301925026,1.0,0.9999920342527133,0.9959308240081384
,Hallmark,1012,11,0,1004256,0.989247311827957,1.0,0.9999890467375708,0.9945945945945946
,Hampton Inn Hotels,957,10,0,1004312,0.9896587383660806,1.0,0.9999900430340071,0.9948024948024948
,Hancock Fabrics,954,3,0,1004322,0.9968652037617555,1.0,0.9999970129191248,0.9984301412872841
,Hand & Stone,1039,1,0,1004239,0.9990384615384615,1.0,0.9999990042220983,0.9995189995189995
,Hanes,982,4,0,1004293,0.9959432048681541,1.0,0.9999960171144592,0.9979674796747968
,Hanna Andersson,972,0,0,1004307,1.0,1.0,1.0,1.0
,Hannaford,1015,0,0,1004264,1.0,1.0,1.0,1.0
,Happy Harry's,1019,7,0,1004253,0.99317738791423,1.0,0.9999930296935057,0.9965770171149144
,Harbor Freight Tools,950,0,0,1004329,1.0,1.0,1.0,1.0
,Hard Rock,976,11,0,1004292,0.9888551165146909,1.0,0.9999890471301988,0.9943963321446766
,Hardee's,985,5,0,1004289,0.9949494949494949,1.0,0.999995021378202,0.9974683544303797
,Harkins Theatres,1010,11,0,1004258,0.9892262487757101,1.0,0.9999890467593842,0.9945839487936976
,Harmon,1771,22,1,1003485,0.9877300613496932,0.9994356659142212,0.9999780768843666,0.9935483870967741
,Harris Teeter,1069,0,0,1004210,1.0,1.0,1.0,1.0
,HauteLook,1008,1,0,1004270,0.9990089197224975,1.0,0.9999990042528362,0.9995042141794744
,Hawaiian Airlines,774,19,0,1004486,0.9760403530895334,1.0,0.9999810852111238,0.9878749202297383
,H-E-B,1185,2,6,1004086,0.9983150800336984,0.9949622166246851,0.9999980081427126,0.9966358284272497
,HEB Gas & Car Wash,964,6,0,1004309,0.9938144329896907,1.0,0.9999940257787646,0.9968976215098242
,Heinen's,1007,1,0,1004271,0.9990079365079365,1.0,0.9999990042538276,0.9995037220843672
,Hess Corporation,1446,7,1,1003825,0.9951823812801102,0.9993089149965446,0.9999930267216028,0.9972413793103448
,Hibachi Grill,908,8,1,1004362,0.9912663755458515,0.9988998899889989,0.9999920348078896,0.9950684931506849
,Hibbett Sports,971,0,0,1004308,1.0,1.0,1.0,1.0
,Hillstone,1024,2,0,1004253,0.9980506822612085,1.0,0.9999980084739434,0.9990243902439024
,Hilton Hotels & Resorts,698,80,2,1004499,0.897172236503856,0.9971428571428571,0.9999203646502665,0.9445196211096074
,Hobby Lobby,998,0,0,1004281,1.0,1.0,1.0,1.0
,Holiday Inn,969,10,1,1004299,0.9897854954034729,0.9989690721649485,0.9999900429051218,0.9943560800410468
,Holiday Stationstores,972,1,2,1004304,0.998972250770812,0.997946611909651,0.9999990042865464,0.9984591679506933
,Home Depot,1260,0,6,1004013,1.0,0.995260663507109,1.0,0.997624703087886
,Home Shopping Network,969,1,1,1004308,0.9989690721649485,0.9989690721649485,0.9999990042905121,0.9989690721649485
,Homeland,913,7,1,1004358,0.9923913043478261,0.9989059080962801,0.9999930304222071,0.9956379498364232
,Homewood Suites,1063,0,1,1004215,1.0,0.9990601503759399,1.0,0.9995298542548191
,Honda,1037,17,1,1004224,0.9838709677419355,0.9990366088631984,0.9999830717925279,0.991395793499044
,HoneyBaked Ham,1019,1,0,1004259,0.9990196078431373,1.0,0.9999990042419293,0.9995095635115253
,Hooters,1047,1,0,1004231,0.9990458015267175,1.0,0.9999990042141657,0.9995226730310262
,HostGator,1020,3,0,1004256,0.9970674486803519,1.0,0.9999970127228135,0.9985315712187959
,Hot Topic,1002,0,0,1004277,1.0,1.0,1.0,1.0
,Hotels.com,1120,1,0,1004158,0.9991079393398751,1.0,0.9999990041417743,0.9995537706381079
,Hotwire,985,7,0,1004287,0.9929435483870968,1.0,0.9999930299294828,0.9964592817400101
,Houlihan's,1019,1,0,1004259,0.9990196078431373,1.0,0.9999990042419293,0.9995095635115253
,HP,1008,2,0,1004269,0.998019801980198,1.0,0.9999980085056722,0.9990089197224975
,Huck's Food & Fuel,998,6,0,1004275,0.9940239043824701,1.0,0.999994025576507,0.997002997002997
,Hudson Group,1258,8,0,1004013,0.9936808846761453,1.0,0.9999920320391705,0.9968304278922345
,Hulu,1059,1,0,1004219,0.9990566037735849,1.0,0.9999990042022664,0.9995280792826805
,Humana,993,9,1,1004276,0.9910179640718563,0.9989939637826962,0.999991038400454,0.9949899799599199
,Hungry Howie's Pizza,1011,2,0,1004266,0.998025666337611,1.0,0.9999980084997232,0.9990118577075099
,Hyatt,1034,8,1,1004236,0.9923224568138196,0.9990338164251208,0.9999920338085166,0.9956668271545498
,Hy-Vee,1168,13,0,1004098,0.9889923793395428,1.0,0.9999870532241953,0.9944657300979141
,IHOP,833,10,0,1004436,0.9881376037959668,1.0,0.9999900442632058,0.9940334128878282
,IKEA,1004,2,0,1004273,0.9980119284294234,1.0,0.9999980085136043,0.999004975124378
,Impark,1017,0,0,1004262,1.0,1.0,1.0,1.0
,India Bazaar,954,3,0,1004322,0.9968652037617555,1.0,0.9999970129191248,0.9984301412872841
,India Cash & Carry,723,0,0,1004556,1.0,1.0,1.0,1.0
,Ingles Markets,999,3,0,1004277,0.9970059880239521,1.0,0.999997012785279,0.9985007496251874
,In-N-Out Burger,977,1,0,1004301,0.9989775051124744,1.0,0.999999004283572,0.9994884910485933
,Intel,1026,13,1,1004239,0.987487969201155,0.9990262901655307,0.9999870550419616,0.9932236205227494
,Intelius,1083,0,0,1004196,1.0,1.0,1.0,1.0
,Intuit,967,1,0,1004311,0.9989669421487604,1.0,0.9999990042934865,0.999483204134367
,Isagenix,984,0,0,1004295,1.0,1.0,1.0,1.0
,J. C. Penney,1053,0,0,1004226,1.0,1.0,1.0,1.0
,J.Crew,1047,7,2,1004223,0.9933586337760911,0.998093422306959,0.9999930294852772,0.9957203994293867
,J.Jill,1026,0,0,1004253,1.0,1.0,1.0,1.0
,Jack in the Box,1035,2,0,1004242,0.9980713596914176,1.0,0.9999980084521292,0.9990347490347491
,Jamba Juice,983,4,0,1004292,0.9959473150962512,1.0,0.9999960171104934,0.9979695431472081
,Janie and Jack,1067,0,0,1004212,1.0,1.0,1.0,1.0
,Jason's Deli,1020,2,0,1004257,0.9980430528375733,1.0,0.9999980084818757,0.999020568070519
,Jersey Mike's Subs,977,1,1,1004300,0.9989775051124744,0.9989775051124744,0.9999990042825806,0.9989775051124744
,Jetblue,1014,1,0,1004264,0.9990147783251232,1.0,0.999999004246887,0.9995071463775258
,Jiffy Lube,1024,0,0,1004255,1.0,1.0,1.0,1.0
,Jimmy John's,999,3,0,1004277,0.9970059880239521,1.0,0.999997012785279,0.9985007496251874
,Jo-Ann Fabric and Craft Stores,1058,8,0,1004213,0.9924953095684803,1.0,0.9999920336260644,0.9962335216572504
,Johnny Rockets,1000,0,0,1004279,1.0,1.0,1.0,1.0
,JoS. A. Bank,1003,1,1,1004274,0.999003984063745,0.999003984063745,0.9999990042568022,0.999003984063745
,Journeys,951,13,0,1004315,0.9865145228215768,1.0,0.9999870560215388,0.9932114882506528
,JPMorgan Chase,153,3,0,1005123,0.9807692307692307,1.0,0.9999970152995744,0.9902912621359222
,Juice Generation,1043,0,1,1004235,1.0,0.9990421455938697,1.0,0.9995208433157643
,Just Salad,1034,0,0,1004245,1.0,1.0,1.0,1.0
,Kaiser Permanente,1192,11,0,1004076,0.9908561928512053,1.0,0.9999890447740086,0.9954070981210856
,Kangaroo Express,1024,5,1,1004249,0.9951409135082604,0.9990243902439024,0.9999950211799007,0.997078870496592
,Kate Spade,977,2,0,1004300,0.9979570990806946,1.0,0.9999980085671442,0.9989775051124744
,Kay Jewelers,1001,4,1,1004273,0.9960199004975124,0.999001996007984,0.9999960170351407,0.9975087194818136
,Kenneth Cole Production,1019,4,0,1004256,0.9960899315738025,1.0,0.9999960169677176,0.9980411361410382
,Key Food,1012,0,0,1004267,1.0,1.0,1.0,1.0
,KFC,1090,47,2,1004140,0.9586631486367634,0.9981684981684982,0.99995319596848,0.978017048003589
,Kickstarter,979,0,0,1004300,1.0,1.0,1.0,1.0
,King Kullen,1000,0,0,1004279,1.0,1.0,1.0,1.0
,King Soopers,1048,0,2,1004229,1.0,0.9980952380952381,1.0,0.9990467111534795
,Kirkland's,1016,11,2,1004250,0.9892891918208374,0.9980353634577603,0.9999890466721301,0.993643031784841
,Kitchen Collection,1021,1,0,1004257,0.9990215264187867,1.0,0.9999990042399463,0.9995105237395986
,Kmart,1098,4,0,1004177,0.9963702359346642,1.0,0.9999960166543681,0.9981818181818182
,Kohl's,974,1,0,1004304,0.9989743589743589,1.0,0.9999990042865464,0.9994869163673679
,Kona Grill,1039,1,0,1004239,0.9990384615384615,1.0,0.9999990042220983,0.9995189995189995
,Krispy Kreme,941,0,0,1004338,1.0,1.0,1.0,1.0
,Kroger,1493,0,1,1003785,1.0,0.999330655957162,1.0,0.9996652159357214
,Kum & Go,1029,1,0,1004249,0.9990291262135922,1.0,0.9999990042320139,0.9995143273433705
,Kwik Fill,983,2,0,1004294,0.9979695431472081,1.0,0.9999980085552467,0.9989837398373984
,Kwik Kar,1067,11,0,1004201,0.9897959183673469,1.0,0.9999890461376681,0.9948717948717948
,Kwik Shop,863,8,0,1004408,0.9908151549942594,1.0,0.9999920351726774,0.9953863898500577
,Kwik Trip,1065,3,0,1004211,0.9971910112359551,1.0,0.9999970125889501,0.9985935302390998
,L.A. Gourmet,985,11,0,1004283,0.9889558232931727,1.0,0.9999890470320444,0.99444724886421
,L.L.Bean,1042,3,0,1004234,0.9971291866028709,1.0,0.9999970126573707,0.9985625299472928
,La Boulange,1026,3,2,1004248,0.9970845481049563,0.9980544747081712,0.9999970126990165,0.997569275644142
,LA Fitness,972,5,0,1004302,0.9948822927328557,1.0,0.9999950214426465,0.9974345818368393
,La Madeleine,1013,1,0,1004265,0.9990138067061144,1.0,0.9999990042478786,0.9995066600888012
,La Quinta Inns & Suites,1082,25,0,1004172,0.9774164408310749,1.0,0.9999751044864703,0.9885792599360438
,LabCorp,1009,1,0,1004269,0.999009900990099,1.0,0.9999990042518446,0.9995047052996533
,Landmark,280,136,1,1004862,0.6730769230769231,0.99644128113879,0.9998646763476147,0.8034433285509326
,Lands' End,1041,5,0,1004233,0.9952198852772467,1.0,0.9999950211005758,0.9976042165788213
,Lane Bryant,965,0,1,1004313,1.0,0.9989648033126294,1.0,0.9994821336095288
,Lanier Parking,1014,0,0,1004265,1.0,1.0,1.0,1.0
,Le Pain Quotidien,1037,0,0,1004242,1.0,1.0,1.0,1.0
,Learning Express Toys,1056,0,0,1004223,1.0,1.0,1.0,1.0
,Legal Sea Foods,1019,0,0,1004260,1.0,1.0,1.0,1.0
,LegalZoom,999,0,1,1004279,1.0,0.999,1.0,0.9994997498749374
,Legoland,985,1,0,1004293,0.9989858012170385,1.0,0.9999990042756404,0.9994926433282597
,Lenny's Sub Shop,553,6,0,1004720,0.9892665474060823,1.0,0.9999940282226198,0.9946043165467625
,Lenox,179,34,1,1005065,0.8403755868544601,0.9944444444444445,0.9999661724864913,0.910941475826972
,LevelUp,1070,10,0,1004199,0.9907407407407407,1.0,0.9999900419135858,0.9953488372093023
,Levi's,993,2,0,1004284,0.9979899497487437,1.0,0.9999980085354172,0.9989939637826961
,Liberty Mutual,1008,0,0,1004271,1.0,1.0,1.0,1.0
,LifeCafe,1978,2,0,1003299,0.998989898989899,1.0,0.9999980065802785,0.9994946942900456
,LifeLock,1021,0,0,1004258,1.0,1.0,1.0,1.0
,Lifetouch,1006,1,0,1004272,0.9990069513406157,1.0,0.9999990042548191,0.9995032290114257
,LinkedIn,986,1,0,1004292,0.9989868287740629,1.0,0.9999990042746489,0.9994931576279777
,Little Caesars,1010,1,0,1004268,0.9990108803165183,1.0,0.9999990042508531,0.9995051954477981
,LivingSocial Inc.,1008,1,0,1004270,0.9990089197224975,1.0,0.9999990042528362,0.9995042141794744
,Loaf 'N Jug,1013,1,0,1004265,0.9990138067061144,1.0,0.9999990042478786,0.9995066600888012
,Loehmann's,978,1,0,1004300,0.9989785495403473,1.0,0.9999990042825806,0.9994890137966276
,Loews Hotels,1008,3,0,1004268,0.9970326409495549,1.0,0.9999970127585084,0.9985141158989599
,Lone Star Steakhouse & Saloon,318,39,0,1004922,0.8907563025210085,1.0,0.999961192523889,0.9422222222222223
,LongHorn Steakhouse,1056,3,0,1004220,0.9971671388101983,1.0,0.9999970126157238,0.9985815602836879
,Lord & Taylor,1014,1,0,1004264,0.9990147783251232,1.0,0.999999004246887,0.9995071463775258
,Love's,1016,4,0,1004259,0.996078431372549,1.0,0.9999960169796159,0.9980353634577603
,Lowe's,1275,35,0,1003969,0.9732824427480916,1.0,0.9999651395811172,0.9864603481624757
,Lowes Foods,1034,1,0,1004244,0.9990338164251208,1.0,0.9999990042270561,0.999516674722088
,Luby's Cafe,1013,1,1,1004264,0.9990138067061144,0.9990138067061144,0.999999004246887,0.9990138067061144
,Lukoil,980,0,1,1004298,1.0,0.9989806320081549,1.0,0.9994900560938297
,Lululemon,1011,0,0,1004268,1.0,1.0,1.0,1.0
,Lunardi's Market,960,0,0,1004319,1.0,1.0,1.0,1.0
,Lyft,988,0,1,1004290,1.0,0.9989888776541962,1.0,0.9994941831057157
,Macy's,1093,5,0,1004181,0.9954462659380692,1.0,0.9999950208427523,0.9977179370150616
,MagicJack,1024,0,0,1004255,1.0,1.0,1.0,1.0
,Mariano's,1040,4,0,1004235,0.9961685823754789,1.0,0.999996016884427,0.9980806142034548
,Marina Food,999,0,1,1004279,1.0,0.999,1.0,0.9994997498749374
,Marine Corps Community Services,1027,1,0,1004251,0.9990272373540856,1.0,0.999999004233997,0.9995133819951338
,Market Basket,1050,3,0,1004226,0.9971509971509972,1.0,0.9999970126335727,0.9985734664764622
,Marriott Hotels,1031,15,0,1004233,0.98565965583174,1.0,0.9999850634504625,0.992778045257583
,Marshalls,1011,6,0,1004262,0.9941002949852508,1.0,0.9999940254991695,0.9970414201183432
,Massage Envy,1035,2,0,1004242,0.9980713596914176,1.0,0.9999980084521292,0.9990347490347491
,Match.com,1010,0,0,1004269,1.0,1.0,1.0,1.0
,Maverik,1076,1,0,1004202,0.9990714948932219,1.0,0.9999990041854088,0.9995355318160707
,McAfee,939,6,0,1004334,0.9936507936507937,1.0,0.9999940259274748,0.9968152866242038
,Mcdonald's,1195,10,0,1004074,0.991701244813278,1.0,0.9999900406738879,0.9958333333333333
,Meijer,1022,3,0,1004254,0.9970731707317073,1.0,0.9999970127168644,0.9985344406448461
,Melaleuca,1037,0,0,1004242,1.0,1.0,1.0,1.0
,Mellow Mushroom,1050,1,0,1004228,0.9990485252140818,1.0,0.9999990042111909,0.9995240361732509
,Menards,986,2,0,1004291,0.9979757085020243,1.0,0.9999980085492979,0.9989868287740628
,Men's Wearhouse,1037,0,0,1004242,1.0,1.0,1.0,1.0
,Metropolitan Transportation Authority,1072,3,0,1004204,0.9972093023255814,1.0,0.9999970125681259,0.9986027014438752
,Michael Kors,970,1,0,1004308,0.9989701338825953,1.0,0.9999990042905121,0.9994848016486347
,Michaels,1026,23,0,1004230,0.9780743565300286,1.0,0.9999770974047376,0.9889156626506025
,Micro Center,944,3,0,1004332,0.996832101372756,1.0,0.9999970129488667,0.9984135378106822
,Microsoft,1063,2,0,1004214,0.9981220657276996,1.0,0.9999980083965999,0.9990601503759398
,Mimi's Cafe,958,0,0,1004321,1.0,1.0,1.0,1.0
,Mitsuwa Marketplace,1008,1,0,1004270,0.9990089197224975,1.0,0.9999990042528362,0.9995042141794744
,Modell's,951,2,0,1004326,0.9979013641133263,1.0,0.9999980086186983,0.9989495798319328
,Moe's Southwest Grill,999,14,2,1004264,0.9861796643632774,0.998001998001998,0.9999860596368735,0.9920556107249254
,Morton Williams,968,2,0,1004309,0.9979381443298969,1.0,0.9999980085849901,0.9989680082559339
,Motherhood,940,1,0,1004338,0.9989373007438895,1.0,0.9999990043202545,0.9994683678894205
,MTA LIRR,906,1,0,1004372,0.9988974641675854,1.0,0.9999990043539602,0.9994484280198566
,Murphy Oil,557,1,0,1004721,0.9982078853046595,1.0,0.9999990046998075,0.9991031390134528
,MyFICO,1001,0,0,1004278,1.0,1.0,1.0,1.0
,Nando's,931,8,0,1004340,0.9914802981895634,1.0,0.9999920346334139,0.9957219251336898
,Napa Auto Parts,924,47,0,1004308,0.9515962924819773,1.0,0.999953203797462,0.9751978891820581
,National Car Rental,960,0,1,1004318,1.0,0.9989594172736732,1.0,0.9994794377928162
,Navy Exchange,1156,2,0,1004121,0.998272884283247,1.0,0.9999980082121414,0.9991356957649092
,Neiman Marcus,990,14,0,1004275,0.9860557768924303,1.0,0.9999860597895626,0.9929789368104313
,Nespresso,982,2,0,1004295,0.9979674796747967,1.0,0.9999980085572295,0.9989827060020345
,NetCost Market,1044,2,0,1004233,0.9980879541108987,1.0,0.9999980084342808,0.999043062200957
,Netflix,1259,0,0,1004020,1.0,1.0,1.0,1.0
,Network For Good,1001,0,0,1004278,1.0,1.0,1.0,1.0
,New India Bazar,1023,2,0,1004254,0.9980487804878049,1.0,0.9999980084759265,0.9990234375
,New Jersey Transit,1136,9,0,1004134,0.9921397379912664,1.0,0.9999910371331573,0.9960543621218764
,New Seasons Market,1022,1,0,1004256,0.9990224828934506,1.0,0.9999990042389548,0.9995110024449878
,New York & Company,1060,1,1,1004217,0.9990574929311969,0.9990574929311969,0.9999990042002832,0.9990574929311969
,New York City Department of Transportation,1036,0,0,1004243,1.0,1.0,1.0,1.0
,Newegg,1018,2,0,1004259,0.9980392156862745,1.0,0.9999980084858419,0.9990186457311089
,Newk's Eatery,836,24,0,1004419,0.9720930232558139,1.0,0.9999761061603296,0.9858490566037736
,Nijiya Market,993,0,0,1004286,1.0,1.0,1.0,1.0
,Nike,1029,14,1,1004235,0.9865771812080537,0.9990291262135922,0.9999860592343134,0.9927641099855282
,Nine West,996,8,0,1004275,0.9920318725099602,1.0,0.9999920341178732,0.996
,Noah's Bagels,1010,1,0,1004268,0.9990108803165183,1.0,0.9999990042508531,0.9995051954477981
,Nob Hill,943,6,0,1004330,0.9936775553213909,1.0,0.9999940259036816,0.9968287526427061
,Noodles & Company,841,22,0,1004416,0.9745075318655851,1.0,0.999978097204606,0.9870892018779343
,Nordstrom,1041,1,0,1004237,0.9990403071017274,1.0,0.9999990042201151,0.99951992318771
,North Shore Farms,1015,2,0,1004262,0.9980334316617503,1.0,0.999998008491791,0.9990157480314961
,North Texas Tollway Authority,1040,1,0,1004238,0.9990393852065321,1.0,0.9999990042211068,0.9995194617972128
,Norton,1065,24,0,1004190,0.977961432506887,1.0,0.9999761007116013,0.9888579387186629
,Nugget Market,1032,0,0,1004247,1.0,1.0,1.0,1.0
,NYC Taxi,1356,3,2,1003918,0.9977924944812362,0.9985272459499264,0.9999970117170575,0.9981597350018402
,Ocean State Job Lot,1045,1,0,1004233,0.9990439770554493,1.0,0.9999990042161488,0.9995217599234816
,O'Charley's,984,0,0,1004295,1.0,1.0,1.0,1.0
,Office Depot,1069,0,0,1004210,1.0,1.0,1.0,1.0
,OfficeMax,1002,4,0,1004273,0.9960238568588469,1.0,0.9999960170351407,0.99800796812749
,Old Navy,1018,1,0,1004260,0.9990186457311089,1.0,0.9999990042429209,0.9995090819833087
,Olive Garden,983,3,0,1004293,0.9969574036511156,1.0,0.99999701283287,0.9984763839512443
,Ollie's Bargain Outlet,987,0,0,1004292,1.0,1.0,1.0,1.0
,Omaha Steaks,1034,2,0,1004243,0.9980694980694981,1.0,0.9999980084541122,0.9990338164251207
,On the Border,984,1,0,1004294,0.9989847715736041,1.0,0.9999990042766319,0.9994921279837481
,Oncue Express,1015,0,0,1004264,1.0,1.0,1.0,1.0
,OnStar,999,1,1,1004278,0.999,0.999,0.9999990042607682,0.999
,Ooma,1005,0,3,1004271,1.0,0.9970238095238095,1.0,0.9985096870342772
,OptumRx,1052,0,0,1004227,1.0,1.0,1.0,1.0
,Orbitz,1061,2,0,1004216,0.9981185324553151,1.0,0.9999980084005664,0.9990583804143125
,Orchard Supply Hardware,973,1,0,1004305,0.9989733059548255,1.0,0.9999990042875379,0.9994863893168978
,O'Reilly Auto Parts,975,6,0,1004298,0.9938837920489296,1.0,0.9999940257133298,0.9969325153374233
,Oriental Trading,982,1,0,1004296,0.9989827060020345,1.0,0.9999990042786148,0.9994910941475827
,OTG Management,2031,0,0,1003248,1.0,1.0,1.0,1.0
,Outback Steakhouse,943,9,0,1004327,0.990546218487395,1.0,0.9999910388555224,0.9952506596306069
,Overstock.com,1015,1,0,1004263,0.9990157480314961,1.0,0.9999990042458955,0.999507631708518
