Accuracy,Class,True Positive,False Positive,False Negative,True Negative,Precision,Recall,Specificity,F Measure
0.9625852549529068,Bank Adjustment - Adjustment,91,4,9,15291,0.9578947368421052,0.91,0.9997384766263485,0.9333333333333333
,Cash Advance - Cash Advance,125,0,1,15269,1.0,0.9920634920634921,1.0,0.9960159362549801
,Charges & Fees - Annual Fee,93,1,1,15300,0.9893617021276596,0.9893617021276596,0.9999346447944579,0.9893617021276596
,Charges & Fees - Convenience Fee,140,4,1,15250,0.9722222222222222,0.9929078014184397,0.999737773698702,0.9824561403508771
,Charges & Fees - Finance Charge,86,0,0,15309,1.0,1.0,1.0,1.0
,Charges & Fees - Other Charges & Fees,700,8,13,14674,0.9887005649717514,0.9817671809256662,0.9994551151069336,0.9852216748768473
,Charges & Fees - Service Charge,140,3,4,15248,0.9790209790209791,0.9722222222222222,0.9998032915874369,0.975609756097561
,Other Withdrawals - Debit,52,15,51,15277,0.7761194029850746,0.5048543689320388,0.9990190949516087,0.611764705882353
,Payment - Insurance Payment,65,2,11,15317,0.9701492537313433,0.8552631578947368,0.9998694431751419,0.9090909090909092
,Payment - Payment,977,111,264,14043,0.8979779411764706,0.7872683319903304,0.9921576939381094,0.8389866895663375
,Payment - Recurring / Subscription Payment,281,4,6,15104,0.9859649122807017,0.9790940766550522,0.9997352396081546,0.9825174825174825
,Payment - Tax Payment,101,0,5,15289,1.0,0.9528301886792453,1.0,0.9758454106280194
,Payment - Utilities Payment,141,16,35,15203,0.8980891719745223,0.8011363636363636,0.9989486825678429,0.8468468468468467
,Purchase - Online Purchase,1249,20,34,14092,0.9842395587076438,0.9734996102883866,0.9985827664399093,0.9788401253918495
,Purchase - Purchase,10223,382,99,4691,0.963979255068364,0.9904088354969967,0.9246993889217425,0.9770153390356955
,Transfer - Balance Transfer,97,0,1,15297,1.0,0.9897959183673469,1.0,0.9948717948717948
,Transfer - Transfer,117,3,37,15238,0.975,0.7597402597402597,0.9998031625221442,0.8540145985401459
,Withdrawal - ATM / Cash Withdrawal,141,3,4,15247,0.9791666666666666,0.9724137931034482,0.9998032786885246,0.9757785467128027
