factual_id	IS_PHYSICAL_TRANSACTION	DESCRIPTION	CONVERTED_AMOUNT	TRANSACTION_DATE	MEM_ID	GOOD_DESCRIPTION	BILLER_NETWORK_ID	LAST_SUCCESSFUL_REFRESH	"CONCAT(COBRAND_ID,MEM_ID)"	IS_DELETED	TRANSACTION_LIST_ID	TRANSACTION_SRC_ELEMENT_ID	ASOF_EPOCH	COBRAND_ID	SHUFFLE_ID	CARD_TRANSACTION_ID	LAST_UPDATED	SUM_INFO_ID	"CONCAT(COBRAND_ID,CARD_TRANSACTION_ID)"	POST_DATE	TRANSACTION_STATUS_ID	AMOUNT_CURR	TRANSACTION_CATEGORY_NAME	MEM_ITEM_ID	CURRENCY_CONV_RATE	"CONCAT(COBRAND_ID,ITEM_ACCOUNT_ID)"	CARD_ACCOUNT_ID	CURRENCY_ID	ASOF	TRANSACTION_CATEGORY_ID	TYPE	EXTRACT_DATE_EPOCH	ITEM_ACCOUNT_ID	KEYWORD	ACCOUNT_SRC_ELEMENT_ID	AMOUNT
03a38a56-a02e-416f-815d-413916372450	1	SPIN A YARN RESTAURA FREMONT CA	58.69	2014.03.19	11568778			1395467250	1.00E+15	0		137323039	1395467250	10006164	9447	690397065	1395467250	19267	1.00E+16	2014.03.21	1	152	Restaurants/Dining	17325342	1	1.00E+15	2918072	152	2014.03.21	22	debit	1395514320	26694430	restaura	137323039	58.69
03ac52c4-df5b-4203-962e-3bc411daa90c	1	WESTIN ST. FRANCIS DIN SAN FRANCISCO CA		2014-01-06	SF									Fake Bank		3088651011																				
03c54910-119d-4b4c-bf5c-7be31cead792	1	SAFEWAY STORE XXXXXXXX EL CERRITO CA	4.84	2014.03.19	11558764	Safeway		1395467965	1.00E+15	0		-1554056592	1395465337	10006164	9513	690248315	1395465337	19267	1.00E+16	2014.03.21	1	152	Groceries	14619971	1	1.00E+15	2658741	152	2014.03.21	10	debit	1395514316	25645961	safeway store	-1554056592	4.84
03c54910-119d-4b4c-bf5c-7be31cead792	1	SAFEWAY STORE XXXXXXXX EL CERRITO CA	5.98	2014.03.19	11558764	Safeway		1395467965	1.00E+15	0		-1261917070	1395465337	10006164	9513	690248317	1395465337	19267	1.00E+16	2014.03.21	1	152	Groceries	14619971	1	1.00E+15	2658741	152	2014.03.21	10	debit	1395514316	25645961	safeway store	-1261917070	5.98
03c54910-119d-4b4c-bf5c-7be31cead792	1	SAFEWAY STORE XXXXXXXX EL CERRITO CA	10.08	2014.03.19	11558764	Safeway		1395467965	1.00E+15	0		-1611548589	1395465337	10006164	9513	690248319	1395465337	19267	1.00E+16	2014.03.21	1	152	Groceries	14619971	1	1.00E+15	2658741	152	2014.03.21	10	debit	1395514316	25645961	safeway store	-1611548589	10.08
03c8c1f2-401c-44a3-be50-a688f03a6254	1	RAINBOW GROCERY          SAN FRANCISCOCA		2014-01-07	SF									Fake Bank		3088651012																				
03cc35c5-8559-4d32-a8ad-b461b779109c	1	NEW EMMY'S RESTAURANT SAN FRANCISCO CA		2014-01-08	SF									Fake Bank		3088651013																				
03cdab33-e9fa-4e1f-87f6-92dc3f0b7346	1	HERBIVORE           SAN FRANCISCO   CAUS		2014-01-09	SF									Fake Bank		3088651014																				
03e9815c-6dda-4503-9027-2b95f56737ea	1	WALGREENS #3538 XXXXXXXXXCHATTANOOGA  TN	28.12	2014.03.12	12863662	Walgreens		1394874138	1.00E+15	0		-682532587	1394874138	10005640	15560	1261592253	1394874138	16455	1.00E+17	2014.03.12	1	152	Healthcare/Medical	24136893	1	1.00E+15	15792352	152	2014.03.15	11	debit	1394976599	34721234	walgreens	-682532587	28.12
03feff85-726d-4337-b0ec-80904753280c	1	HEB #543 COLLEGE STA TX	6.14	2014.03.14	22898767	H-E-B		1395118669	1.00E+15	0		-1554903863	1395118669	10006164	15797	686048160	1395118669	19267	1.00E+16	2014.03.17	1	152	Groceries	16273549	1	1.00E+15	3355987	152	2014.03.17	10	debit	1395175034	28873466	heb	-1554903863	6.14
